Wayfair Remittance #: 6431020
For Supplier: (US)SuZhouLiShunWangLuoKeJiYouXianGongSi
Date: 02/03/2023

Wayfair
100 Huntington Avenue
4 Copley Place, Suite 7000
Deduction,CS433726499,11/22/2022,,,,,,-29.29
Item: FPT-CBT71xBLK,Qty: 1
Customer: Melissa Cox,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 29.29 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433730666,11/22/2022,,,,,,-17.59
Item: CBT-TVS1540WNT,Qty: 1
Customer: Damares Fleet,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 17.59 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian TX 77066."

Deduction,CS433727603,11/22/2022,,,,,,-28.09
Item: FPT-CBT71xBLK,Qty: 1
Customer: Brittany Shuckhart,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 28.09 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433725788,11/22/2022,,,,,,-38.55
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Stephanie ONeal,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 38.55 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433729727,11/22/2022,,,,,,-13.53
Item: CBT-SMR1537WHT,Qty: 1
Customer: Jessica Torres,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 13.53 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian NJ 08505."

Deduction,CS433728709,11/22/2022,,,,,,-27.87
Item: FPT-CBT71xBLK,Qty: 1
Customer: Jennifer Lilla,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 27.87 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433727989,11/22/2022,,,,,,-40.62
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Gregory Halsey,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 40.62 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433728528,11/22/2022,,,,,,-28.09
Item: FPT-CBT71xBLK,Qty: 1
Customer: Gregory Halsey,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 28.09 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433727004,11/22/2022,,,,,,-40.62
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Sandra Cripps,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 40.62 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433726872,11/22/2022,,,,,,-13.66
Item: CBT-TVS1540WNT,Qty: 1
Customer: Kim Sutton,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 13.66 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian TX 77066."

Deduction,CS433727538,11/22/2022,,,,,,-41.82
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Martha Galan,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 41.82 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433726682,11/22/2022,,,,,,-29.29
Item: FPT-CBT71xBLK,Qty: 1
Customer: Carrie Fisher,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 29.29 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433727676,11/22/2022,,,,,,-7.1
Item: CBT-HMR1237WHT,Qty: 1
Customer: Leslie Heywood,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 7.1 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian NJ 08505."

Deduction,CS433726152,11/22/2022,,,,,,-40.62
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Sakinah Jalil,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 40.62 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433725674,11/22/2022,,,,,,-28.09
Item: FPT-CBT71xBLK,Qty: 1
Customer: Kathleen Minutello,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 28.09 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433729137,11/22/2022,,,,,,-7.1
Item: CBT-HMR1237WHT,Qty: 1
Customer: Cailey Kelley,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 7.1 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian NJ 08505."

Deduction,CS433730667,11/22/2022,,,,,,-5.98
Item: FPS-CBT3318BRN,Qty: 1
Customer: Damares Fleet,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 5.98 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433726685,11/22/2022,,,,,,-41.82
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Joanna Famelio,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 41.82 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433728670,11/23/2022,,,,,,-17.17
Item: CBT-FMR1541WHT,Qty: 1
Customer: Alexis Rangel,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 17.17 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian NJ 08060."

Deduction,CS433726557,11/22/2022,,,,,,-7.31
Item: CBT-FMR1541BRN,Qty: 1
Customer: Tim Lawhorn,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 7.31 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian NJ 08060."

Deduction,CS433727006,11/22/2022,,,,,,-30.16
Item: FPT-CBT71xBLK,Qty: 1
Customer: JoAl Pratt,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 30.16 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433728178,11/22/2022,,,,,,-24.45
Item: FPT-CBT71xBLK,Qty: 1
Customer: Kory Krause,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 24.45 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433726113,11/22/2022,,,,,,-40.62
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Ashley Collins,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 40.62 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS433946808,11/23/2022,,,,,,-40.62
Item: FPS-TVS1330LGRY,Qty: 1
Customer: Julia Crittenden,Reason: Reviews for Free Samples
Desc: "We incurred shipping costs totaling 40.62 for a tried and true order that per our agreement should be at no cost to Wayfair. Credit reflects cost we paid in shipping on behalf of (US)SuZhouLiShunWangLuoKeJiYouXian CA 90201."

Deduction,CS434045486,11/23/2022,,,,,,-24.81
Item: FPS-CBT9024WHT,Qty: 1
Customer: Maria Elena Stewart,Reason: Replacement Part
Desc: "Credit reflects cost of replacement shipping costs we incurred totaling 24.81. Credit reflects the costs of carrier invoice(s) 0000009Y8036522."

Deduction,CS434045486,11/23/2022,,,,,,-20.34
Item: FPS-CBT9024WHT,Qty: 1
Customer: Maria Elena Stewart,Reason: Replacement Part
Desc: "Credit reflects cost of replacement shipping costs we incurred totaling 20.34. Credit reflects the costs of carrier invoice(s) 0000009Y8036522."


,,,,,,,Total (USD): ,211.93

"Please Note Any deduction/invoice disputes need to be brought to our attention within 60 days of payment date. After 60 days, the dispute is not valid and will be closed."
"Visit our extranet page for more information about your account terms, contacts, allowances and dispute statuses."
